,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Id,Churn,State,Latitude,Longitude,ZipCode,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
992,8260-NGFNY,Female,No,No,No,1,Month-to-month,Mailed check,No,25.2,25.2,8260-NGFNY,Yes,California,34.441123,-117.53788600000001,92371,No,No phone service,DSL,No,No,No,No,No,No
993,1866-RZZQS,Male,Yes,No,No,41,Month-to-month,Electronic check,Yes,98.4,4187.75,1866-RZZQS,Yes,California,34.003243,-117.13828600000001,92373,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
994,8631-NBHFZ,Male,Yes,Yes,No,66,Two year,Credit card (automatic),No,79.4,5154.6,8631-NBHFZ,Yes,California,34.186211,-117.07683,92382,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
995,4958-XCBDQ,Male,Yes,No,No,35,Month-to-month,Electronic check,Yes,101.4,3496.3,4958-XCBDQ,Yes,California,34.567058,-117.362329,92394,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
996,8337-UPOAQ,Male,Yes,Yes,No,10,Month-to-month,Electronic check,Yes,89.8,914.3,8337-UPOAQ,Yes,California,34.358321000000004,-117.61826299999998,92397,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
997,1725-IQNIY,Male,No,Yes,No,54,Two year,Bank transfer (automatic),No,109.75,6110.2,1725-IQNIY,Yes,California,34.105934999999995,-117.2914,92401,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
998,6598-RFFVI,Male,No,No,No,2,One year,Credit card (automatic),No,19.3,28.3,6598-RFFVI,Yes,California,34.142747,-117.30086399999999,92405,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
999,6712-OAWRH,Female,Yes,No,No,26,Month-to-month,Electronic check,Yes,91.25,2351.8,6712-OAWRH,Yes,California,34.084909,-117.25810700000001,92408,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1000,8614-VGMMV,Female,No,No,No,15,Month-to-month,Electronic check,Yes,49.1,679.55,8614-VGMMV,Yes,California,33.890046000000005,-117.455583,92503,Yes,Yes,DSL,No,No,No,No,No,No
1001,2930-UOTMB,Female,No,No,No,31,Month-to-month,Credit card (automatic),No,65.25,1994.3,2930-UOTMB,Yes,California,33.930931,-117.36178799999999,92506,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
1002,5914-DVBWJ,Female,Yes,No,No,18,Month-to-month,Electronic check,Yes,85.45,1505.85,5914-DVBWJ,Yes,California,33.885498999999996,-117.324959,92508,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
1003,2533-QVMSK,Male,No,Yes,No,61,Two year,Electronic check,Yes,94.1,5638.3,2533-QVMSK,Yes,California,33.888323,-117.277533,92518,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
1004,8644-XLFBW,Male,Yes,No,No,1,Month-to-month,Electronic check,Yes,71.65,71.65,8644-XLFBW,Yes,California,33.705836,-117.31820400000001,92532,Yes,No,Fiber optic,No,No,No,No,No,No
1005,8625-AZYZY,Male,No,Yes,No,24,Month-to-month,Electronic check,Yes,104.65,2542.45,8625-AZYZY,Yes,California,33.527605,-116.666551,92539,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1006,9306-CPCBC,Female,No,No,No,3,Month-to-month,Electronic check,Yes,74.25,210.3,9306-CPCBC,Yes,California,33.907361,-117.109972,92555,Yes,Yes,Fiber optic,No,No,No,No,No,No
1007,1833-VGRUM,Female,Yes,No,No,1,Month-to-month,Electronic check,Yes,74.2,74.2,1833-VGRUM,Yes,California,33.787298,-117.320676,92570,Yes,Yes,Fiber optic,No,No,No,No,No,No
1008,8374-XGEJJ,Male,Yes,Yes,No,43,Month-to-month,Electronic check,Yes,101.0,4388.4,8374-XGEJJ,Yes,California,33.475493,-117.219551,92590,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1009,2656-TABEH,Male,No,Yes,No,4,Month-to-month,Electronic check,Yes,100.2,420.2,2656-TABEH,Yes,California,33.540603999999995,-117.10909,92591,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1010,6946-LMSQS,Male,Yes,Yes,No,25,One year,Electronic check,Yes,89.05,2177.45,6946-LMSQS,Yes,California,33.507255,-117.029473,92592,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
1011,2325-ZUSFD,Female,No,Yes,No,57,One year,Bank transfer (automatic),Yes,70.1,3913.3,2325-ZUSFD,Yes,California,33.720359,-117.733655,92602,Yes,No,DSL,Yes,No,No,No,Yes,Yes
1012,3932-CMDTD,Female,No,No,No,4,One year,Electronic check,Yes,105.65,443.9,3932-CMDTD,Yes,California,33.698728,-117.67768000000001,92610,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1013,4039-HEUNW,Male,Yes,Yes,No,36,Month-to-month,Electronic check,Yes,96.5,3436.1,4039-HEUNW,Yes,California,33.716136,-117.752574,92620,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1014,0812-WUPTB,Male,Yes,Yes,No,1,Month-to-month,Mailed check,No,70.85,70.85,0812-WUPTB,Yes,California,33.600986999999996,-117.862734,92625,Yes,No,Fiber optic,No,No,No,No,No,No
1015,3594-UVONA,Female,No,No,No,35,One year,Credit card (automatic),Yes,85.95,3110.1,3594-UVONA,Yes,California,33.678591,-117.90547099999999,92626,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1016,0004-TLHLJ,Male,No,No,No,4,Month-to-month,Electronic check,Yes,73.9,280.85,0004-TLHLJ,Yes,California,33.645672,-117.92261299999998,92627,Yes,No,Fiber optic,No,No,Yes,No,No,No
1017,5089-IFSDP,Female,No,Yes,No,58,Two year,Bank transfer (automatic),Yes,109.45,6144.55,5089-IFSDP,Yes,California,33.723579,-118.00544099999999,92647,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1018,4817-VYYWS,Female,No,No,No,30,Month-to-month,Electronic check,Yes,100.2,2983.8,4817-VYYWS,Yes,California,33.782346000000004,-117.635263,92676,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1019,1396-QWFBJ,Female,No,Yes,No,21,Month-to-month,Bank transfer (automatic),Yes,74.05,1565.7,1396-QWFBJ,Yes,California,33.624654,-117.611733,92688,Yes,No,Fiber optic,No,Yes,No,No,No,No
1020,5299-SJCZT,Male,No,No,No,3,Month-to-month,Bank transfer (automatic),Yes,101.55,298.35,5299-SJCZT,Yes,California,33.569186,-117.640055,92694,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1021,2403-BCASL,Male,Yes,Yes,No,41,One year,Electronic check,Yes,111.95,4534.9,2403-BCASL,Yes,California,33.766003999999995,-117.786763,92705,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1022,2898-LSJGD,Female,No,Yes,No,21,One year,Electronic check,Yes,55.95,1157.05,2898-LSJGD,Yes,California,33.714828999999995,-117.872941,92707,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
1023,7359-PTSXY,Male,No,No,No,1,Month-to-month,Electronic check,No,45.75,45.75,7359-PTSXY,Yes,California,33.735802,-117.818805,92780,Yes,No,DSL,No,No,No,No,No,No
1024,4503-BDXBD,Male,No,No,No,11,Month-to-month,Electronic check,No,74.95,815.5,4503-BDXBD,Yes,California,33.850452000000004,-117.72666799999999,92808,Yes,No,Fiber optic,No,Yes,No,No,No,No
1025,6086-ESGRL,Female,No,No,No,1,Month-to-month,Credit card (automatic),No,80.15,80.15,6086-ESGRL,Yes,California,33.930199,-117.862898,92821,Yes,No,Fiber optic,No,No,No,No,No,Yes
1026,3886-CERTZ,Female,No,Yes,No,72,One year,Electronic check,Yes,109.25,8109.8,3886-CERTZ,Yes,California,33.879983,-117.895482,92831,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1027,5759-RCVCB,Female,No,No,No,3,Month-to-month,Credit card (automatic),No,35.2,108.95,5759-RCVCB,Yes,California,33.792790999999994,-117.789749,92869,No,No phone service,DSL,No,No,No,No,Yes,No
1028,6372-RFVNS,Female,No,Yes,No,1,Month-to-month,Electronic check,No,78.8,78.8,6372-RFVNS,Yes,California,33.881158,-117.85478300000001,92870,Yes,No,Fiber optic,No,No,No,No,Yes,No
1029,8938-UMKPI,Female,No,No,No,47,Month-to-month,Electronic check,Yes,106.4,5127.95,8938-UMKPI,Yes,California,33.819385,-117.60021299999998,92882,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1030,0991-BRRFB,Male,No,No,No,18,Month-to-month,Electronic check,No,49.4,874.8,0991-BRRFB,Yes,California,33.762351,-117.488725,92883,Yes,No,DSL,Yes,No,No,No,No,No
1031,3871-IKPYH,Male,Yes,No,No,1,Month-to-month,Electronic check,No,69.1,69.1,3871-IKPYH,Yes,California,34.227846,-119.079903,93010,Yes,No,Fiber optic,No,No,No,No,No,No
1032,6319-IEJWJ,Male,No,Yes,No,20,Month-to-month,Electronic check,Yes,90.2,1776.55,6319-IEJWJ,Yes,California,34.205504,-118.99311100000001,93012,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1033,9025-AOMKI,Female,No,No,No,6,Month-to-month,Bank transfer (automatic),Yes,93.55,536.4,9025-AOMKI,Yes,California,34.441398,-119.51316299999999,93013,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1034,5275-SQEIZ,Male,No,No,No,1,Month-to-month,Mailed check,Yes,80.85,80.85,5275-SQEIZ,Yes,California,34.581308,-118.93194799999999,93023,Yes,No,Fiber optic,No,No,No,No,No,Yes
1035,7716-YTYHG,Female,No,Yes,No,48,One year,Mailed check,Yes,82.05,4029.95,7716-YTYHG,Yes,California,34.223244,-119.18012,93030,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1036,4390-KYULV,Male,No,Yes,No,3,Month-to-month,Credit card (automatic),Yes,20.55,51.15,4390-KYULV,Yes,California,34.432843,-118.730106,93040,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1037,1304-NECVQ,Female,Yes,No,No,2,Month-to-month,Electronic check,Yes,78.55,149.55,1304-NECVQ,Yes,California,34.297628,-119.014627,93066,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
1038,8945-GRKHX,Female,No,No,No,1,Month-to-month,Electronic check,No,78.65,78.65,8945-GRKHX,Yes,California,34.437945,-119.77191,93110,Yes,No,Fiber optic,No,No,No,No,No,Yes
1039,6959-UWKHF,Male,No,No,No,1,Month-to-month,Electronic check,Yes,42.9,42.9,6959-UWKHF,Yes,California,35.869626000000004,-119.49877099999999,93201,Yes,No,DSL,No,No,No,No,No,No
1040,3815-SLMEF,Female,No,No,No,3,Month-to-month,Mailed check,No,34.25,139.35,3815-SLMEF,Yes,California,35.916942999999996,-120.129921,93204,No,No phone service,DSL,Yes,No,No,Yes,No,No
1041,5154-VEKBL,Female,No,No,No,9,Month-to-month,Mailed check,No,58.5,539.85,5154-VEKBL,Yes,California,35.523990999999995,-118.40043200000001,93205,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
1042,5655-JSMZM,Male,Yes,No,No,49,Month-to-month,Electronic check,Yes,96.2,4718.25,5655-JSMZM,Yes,California,36.186867,-120.38779299999999,93210,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1043,4505-EXZHB,Female,Yes,No,No,6,Month-to-month,Electronic check,No,74.4,434.1,4505-EXZHB,Yes,California,35.846067,-119.00407299999999,93218,Yes,No,Fiber optic,No,No,Yes,No,No,No
1044,4587-VVTOX,Female,No,Yes,No,6,Month-to-month,Electronic check,Yes,105.3,545.2,4587-VVTOX,Yes,California,34.907911,-119.23428100000001,93222,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1045,4652-NNHNY,Male,No,Yes,No,16,Month-to-month,Bank transfer (automatic),Yes,73.85,1284.2,4652-NNHNY,Yes,California,35.215731,-119.57013,93224,Yes,Yes,Fiber optic,No,No,No,No,No,No
1046,8972-HJWNV,Female,Yes,Yes,No,7,Month-to-month,Electronic check,Yes,84.55,646.85,8972-HJWNV,Yes,California,36.217864,-120.08011699999999,93234,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1047,8515-OCTJS,Female,No,No,No,25,Two year,Credit card (automatic),No,24.75,692.1,8515-OCTJS,Yes,California,36.303666,-119.825657,93245,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1048,2860-RANUS,Female,Yes,No,No,20,Month-to-month,Credit card (automatic),Yes,85.8,1727.5,2860-RANUS,Yes,California,35.38381,-119.73088500000001,93251,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1049,5261-QSHQM,Female,No,No,No,4,Month-to-month,Electronic check,Yes,24.45,86.6,5261-QSHQM,Yes,California,34.737031,-119.46055700000001,93252,No,No phone service,DSL,No,No,No,No,No,No
1050,8868-WOZGU,Male,No,No,No,28,Month-to-month,Electronic check,Yes,105.7,2979.5,8868-WOZGU,Yes,California,36.008958,-118.891593,93257,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1051,1334-FJSVR,Male,No,No,No,1,Month-to-month,Electronic check,Yes,24.25,24.25,1334-FJSVR,Yes,California,36.527243,-118.59493799999998,93262,No,No phone service,DSL,No,No,No,No,No,No
1052,7625-XCQRH,Female,No,No,No,11,Month-to-month,Electronic check,Yes,76.5,837.95,7625-XCQRH,Yes,California,36.141319,-119.129075,93267,Yes,Yes,Fiber optic,No,No,No,No,No,No
1053,1731-TVIUK,Female,No,No,No,4,Month-to-month,Electronic check,Yes,93.5,362.2,1731-TVIUK,Yes,California,36.047414,-119.34430400000001,93272,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
1054,0406-BPDVR,Female,Yes,Yes,No,54,One year,Credit card (automatic),Yes,101.5,5373.1,0406-BPDVR,Yes,California,36.303793,-119.375646,93277,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1055,0618-XWMSS,Male,No,No,No,28,Month-to-month,Bank transfer (automatic),Yes,74.9,2068.55,0618-XWMSS,Yes,California,35.652242,-119.4464,93280,Yes,No,Fiber optic,Yes,No,No,No,No,No
1056,5276-KQWHG,Female,Yes,No,No,2,Month-to-month,Electronic check,Yes,69.6,131.65,5276-KQWHG,Yes,California,35.710244,-118.881679,93287,Yes,No,Fiber optic,No,No,No,No,No,No
1057,2565-JSLRY,Male,No,No,No,1,Month-to-month,Mailed check,Yes,24.05,24.05,2565-JSLRY,Yes,California,35.449881,-118.84144199999999,93306,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1058,6689-KXGBO,Female,No,No,No,1,Month-to-month,Electronic check,No,50.55,50.55,6689-KXGBO,Yes,California,35.233745,-120.626442,93401,Yes,No,DSL,No,Yes,No,No,No,No
1059,6615-NGGZJ,Male,No,No,No,14,Month-to-month,Electronic check,Yes,100.55,1415.55,6615-NGGZJ,Yes,California,34.631362,-120.23821799999999,93427,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1060,4255-DDUOU,Female,No,Yes,Yes,1,Month-to-month,Mailed check,Yes,20.5,20.5,4255-DDUOU,Yes,California,34.866032000000004,-120.536546,93429,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1061,2984-MIIZL,Male,No,No,No,4,Month-to-month,Bank transfer (automatic),Yes,74.8,321.9,2984-MIIZL,Yes,California,34.936,-120.594655,93434,Yes,No,Fiber optic,No,No,Yes,No,No,No
1062,5590-YRFJT,Female,No,Yes,No,20,Month-to-month,Electronic check,Yes,24.45,482.8,5590-YRFJT,Yes,California,34.757477,-120.55050700000001,93437,No,No phone service,DSL,No,No,No,No,No,No
1063,3677-TNKIO,Female,No,No,No,14,Month-to-month,Credit card (automatic),Yes,71.0,914.0,3677-TNKIO,Yes,California,35.536115,-120.739231,93465,Yes,No,Fiber optic,No,No,No,No,No,No
1064,9667-EQRXU,Female,Yes,No,No,30,Month-to-month,Electronic check,Yes,40.3,1172.95,9667-EQRXU,Yes,California,34.957029999999996,-117.73045,93516,No,No phone service,DSL,No,No,Yes,No,Yes,No
1065,3329-WDIOK,Female,No,No,No,3,Month-to-month,Electronic check,Yes,50.6,155.35,3329-WDIOK,Yes,California,34.966777,-117.961179,93523,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
1066,2873-ZLIWT,Female,No,Yes,No,40,Month-to-month,Electronic check,Yes,84.85,3303.05,2873-ZLIWT,Yes,California,36.041315000000004,-118.188235,93527,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
1067,3415-TAILE,Female,No,Yes,Yes,2,Month-to-month,Mailed check,No,65.7,134.35,3415-TAILE,Yes,California,35.363339,-117.63764099999999,93528,Yes,No,DSL,No,No,No,No,Yes,Yes
1068,1915-IOFGU,Female,No,No,No,1,Month-to-month,Electronic check,No,70.5,70.5,1915-IOFGU,Yes,California,35.214982,-118.59048999999999,93531,Yes,No,Fiber optic,No,No,No,No,No,No
1069,3045-XETSH,Female,No,No,No,10,Month-to-month,Electronic check,Yes,94.85,953.45,3045-XETSH,Yes,California,34.659579,-118.58421200000001,93532,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1070,7239-HZZCX,Male,No,No,No,1,Month-to-month,Mailed check,No,19.75,19.75,7239-HZZCX,Yes,California,34.712708,-117.889656,93535,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1071,7683-CBDKJ,Male,No,Yes,Yes,14,Month-to-month,Electronic check,Yes,65.45,937.6,7683-CBDKJ,Yes,California,34.536232,-118.082935,93550,Yes,No,DSL,Yes,Yes,No,No,Yes,No
1072,0946-CLJTI,Male,Yes,Yes,No,58,Month-to-month,Electronic check,Yes,98.7,5812.6,0946-CLJTI,Yes,California,34.613476,-118.256358,93551,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1073,0628-CNQRM,Male,No,Yes,No,22,One year,Bank transfer (automatic),Yes,67.5,1544.05,0628-CNQRM,Yes,California,35.603913,-117.67828,93555,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
1074,7665-TOALD,Female,No,No,No,1,Month-to-month,Electronic check,Yes,69.6,69.6,7665-TOALD,Yes,California,35.74837,-117.384948,93562,Yes,No,Fiber optic,No,No,No,No,No,No
1075,0112-QWPNC,Male,No,Yes,No,49,One year,Electronic check,No,84.35,4059.35,0112-QWPNC,Yes,California,34.39583,-117.734568,93563,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1076,0324-BRPCJ,Female,Yes,Yes,No,68,Month-to-month,Electronic check,Yes,100.2,6851.65,0324-BRPCJ,Yes,California,34.598221,-117.79593,93591,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1077,2777-PHDEI,Female,No,No,No,1,Month-to-month,Electronic check,No,78.05,78.05,2777-PHDEI,Yes,California,37.375816,-119.739935,93601,Yes,No,Fiber optic,No,No,No,No,Yes,No
1078,1196-AMORA,Male,No,No,No,7,Month-to-month,Electronic check,No,73.6,520.0,1196-AMORA,Yes,California,37.17277,-119.2997,93605,Yes,Yes,Fiber optic,No,No,No,No,No,No
1079,4282-YMKNA,Female,No,No,No,9,Month-to-month,Electronic check,Yes,74.75,706.6,4282-YMKNA,Yes,California,36.798882,-120.01951100000001,93606,Yes,Yes,Fiber optic,No,No,No,No,No,No
1080,5356-RHIPP,Male,No,No,No,1,Month-to-month,Mailed check,Yes,20.2,20.2,5356-RHIPP,Yes,California,36.523619000000004,-119.38686799999999,93618,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1081,9189-JWSHV,Female,Yes,Yes,No,24,Month-to-month,Electronic check,Yes,93.55,2264.05,9189-JWSHV,Yes,California,36.520537,-120.118055,93627,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1082,0746-JTRFU,Male,No,No,No,2,Month-to-month,Electronic check,Yes,25.05,56.35,0746-JTRFU,Yes,California,36.478239,-119.52136999999999,93631,No,No phone service,DSL,No,No,No,No,No,No
1083,0576-WNXXC,Male,Yes,Yes,No,27,Month-to-month,Electronic check,Yes,95.55,2510.2,0576-WNXXC,Yes,California,36.622237,-119.521126,93648,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1084,4628-CTTLA,Male,No,No,No,57,Month-to-month,Electronic check,Yes,39.3,2111.45,4628-CTTLA,Yes,California,36.819628,-119.44041399999999,93657,No,No phone service,DSL,No,Yes,No,No,Yes,No
1085,2876-VBBBL,Female,No,No,No,1,Month-to-month,Mailed check,Yes,20.25,20.25,2876-VBBBL,Yes,California,37.223,-119.001021,93664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1086,6834-NXDCA,Female,No,No,No,13,Month-to-month,Electronic check,Yes,23.9,300.8,6834-NXDCA,Yes,California,36.959731,-120.65351899999999,93665,No,No phone service,DSL,No,No,No,No,No,No
1087,5597-GLBUC,Female,No,No,No,1,Month-to-month,Electronic check,Yes,85.45,85.45,5597-GLBUC,Yes,California,36.719141,-119.20267700000001,93675,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
1088,2748-MYRVK,Female,No,No,No,63,One year,Bank transfer (automatic),No,99.9,6137.0,2748-MYRVK,Yes,California,36.739385,-119.753649,93702,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1089,4822-YCXMX,Male,No,No,No,25,Month-to-month,Electronic check,Yes,84.8,2043.45,4822-YCXMX,Yes,California,36.787240000000004,-119.82781299999999,93705,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1090,9821-POOTN,Male,No,Yes,No,35,Month-to-month,Electronic check,Yes,75.2,2576.2,9821-POOTN,Yes,California,36.833002,-119.82947,93711,Yes,Yes,Fiber optic,No,No,No,No,No,No
1091,6559-ILWKJ,Male,No,Yes,No,71,Two year,Electronic check,No,49.35,3515.25,6559-ILWKJ,Yes,California,36.78979,-119.92989399999999,93722,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
1092,4229-CZMLL,Male,No,No,No,6,Month-to-month,Electronic check,Yes,74.9,469.8,4229-CZMLL,Yes,California,36.64152,-121.622188,93901,Yes,Yes,Fiber optic,No,No,No,No,No,No
1093,3663-MITLP,Female,No,No,No,15,Month-to-month,Electronic check,Yes,101.25,1457.25,3663-MITLP,Yes,California,36.689582,-121.758398,93933,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1094,9025-ZRPVR,Male,No,No,No,9,Month-to-month,Mailed check,Yes,18.95,185.6,9025-ZRPVR,Yes,California,36.618337,-121.92641699999999,93950,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1095,3285-UCQVC,Female,No,No,No,37,Month-to-month,Credit card (automatic),No,28.6,973.55,3285-UCQVC,Yes,California,36.625114,-121.82356499999999,93955,No,No phone service,DSL,No,No,No,Yes,No,No
1096,5482-PLVPE,Female,Yes,No,No,2,Month-to-month,Electronic check,No,24.35,41.85,5482-PLVPE,Yes,California,37.691561,-122.445202,94014,No,No phone service,DSL,No,No,No,No,No,No
1097,4902-OHLSK,Female,Yes,No,No,29,Month-to-month,Electronic check,No,98.65,2862.75,4902-OHLSK,Yes,California,37.45567,-122.407992,94019,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1098,0495-ZBNGW,Male,Yes,Yes,No,5,Month-to-month,Bank transfer (automatic),Yes,79.9,343.95,0495-ZBNGW,Yes,California,37.266388,-122.26308,94021,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
1099,2357-COQEK,Female,Yes,No,No,28,Month-to-month,Electronic check,Yes,103.3,2890.65,2357-COQEK,Yes,California,37.454924,-122.20316799999999,94027,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1100,3737-GCSPV,Female,No,Yes,No,11,Month-to-month,Credit card (automatic),Yes,96.2,1222.05,3737-GCSPV,Yes,California,37.601248,-122.403099,94030,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
1101,4088-YLDSU,Male,No,Yes,No,55,One year,Electronic check,Yes,104.15,5743.05,4088-YLDSU,Yes,California,37.410567,-122.297152,94062,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1102,2034-CGRHZ,Male,Yes,No,No,24,Month-to-month,Credit card (automatic),Yes,102.95,2496.7,2034-CGRHZ,Yes,California,37.791222,-122.40224099999999,94104,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1103,5797-APWZC,Female,No,No,No,1,Month-to-month,Electronic check,No,90.6,90.6,5797-APWZC,Yes,California,37.789168,-122.395009,94105,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1104,3683-QKIUE,Female,No,No,No,6,Month-to-month,Bank transfer (automatic),Yes,50.8,288.05,3683-QKIUE,Yes,California,37.768881,-122.395521,94107,Yes,No,DSL,No,No,No,Yes,No,No
1105,4228-ZGYUW,Male,No,No,No,4,Month-to-month,Electronic check,Yes,90.05,368.1,4228-ZGYUW,Yes,California,37.791998,-122.408653,94108,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
1106,3519-ZKXGG,Female,No,Yes,No,3,Month-to-month,Electronic check,Yes,75.85,256.6,3519-ZKXGG,Yes,California,37.800253999999995,-122.436975,94123,Yes,Yes,Fiber optic,No,No,No,No,No,No
1107,6416-TVAIH,Male,No,Yes,No,1,Month-to-month,Electronic check,Yes,68.5,68.5,6416-TVAIH,Yes,California,37.736534999999996,-122.45732,94127,Yes,No,Fiber optic,No,No,No,No,No,No
